group1,group2,meandiff,p-adj,lower,upper,reject,metric,group_col,device_class
FALCON-1024,NTRU-HPS-4096-821,-3.9617,0.0,-4.4302,-3.4933,True,peak_memory_kb,algorithm,Class 2
FALCON-1024,SPHINCS+-128s,7.3813,0.0,6.9116,7.8509,True,peak_memory_kb,algorithm,Class 2
FALCON-1024,SPHINCS+-192s,32.1996,0.0,31.7319,32.6674,True,peak_memory_kb,algorithm,Class 2
FALCON-1024,SPHINCS+-256s,72.083,0.0,71.6138,72.5522,True,peak_memory_kb,algorithm,Class 2
FALCON-512,Kyber-1024,10.2331,0.0,9.7637,10.7026,True,peak_memory_kb,algorithm,Class 2
FALCON-512,Kyber-512,1.0035,0.0,0.5336,1.4733,True,peak_memory_kb,algorithm,Class 2
FALCON-512,Kyber-768,5.2977,0.0,4.8273,5.7681,True,peak_memory_kb,algorithm,Class 2
FALCON-512,NTRU-HPS-2048-509,-1.5276,0.0,-1.997,-1.0582,True,peak_memory_kb,algorithm,Class 2
FALCON-512,NTRU-HPS-2048-677,0.6827,0.0001,0.2133,1.1521,True,peak_memory_kb,algorithm,Class 2
FALCON-512,NTRU-HPS-4096-821,3.5167,0.0,3.0472,3.9862,True,peak_memory_kb,algorithm,Class 2
FALCON-512,SPHINCS+-128s,14.8597,0.0,14.389,15.3303,True,peak_memory_kb,algorithm,Class 2
FALCON-512,SPHINCS+-192s,39.678,0.0,39.2093,40.1468,True,peak_memory_kb,algorithm,Class 2
FALCON-512,SPHINCS+-256s,79.5614,0.0,79.0912,80.0317,True,peak_memory_kb,algorithm,Class 2
Kyber-1024,Kyber-512,-9.2297,0.0,-9.6987,-8.7607,True,peak_memory_kb,algorithm,Class 2
Kyber-1024,Kyber-768,-4.9355,0.0,-5.405,-4.466,True,peak_memory_kb,algorithm,Class 2
Kyber-1024,NTRU-HPS-2048-509,-11.7608,0.0,-12.2293,-11.2923,True,peak_memory_kb,algorithm,Class 2
Kyber-1024,NTRU-HPS-2048-677,-9.5504,0.0,-10.0189,-9.082,True,peak_memory_kb,algorithm,Class 2
Kyber-1024,NTRU-HPS-4096-821,-6.7165,0.0,-7.1851,-6.2479,True,peak_memory_kb,algorithm,Class 2
Kyber-1024,SPHINCS+-128s,4.6265,0.0,4.1568,5.0963,True,peak_memory_kb,algorithm,Class 2
Kyber-1024,SPHINCS+-192s,29.4449,0.0,28.977,29.9128,True,peak_memory_kb,algorithm,Class 2
Kyber-1024,SPHINCS+-256s,69.3283,0.0,68.8589,69.7976,True,peak_memory_kb,algorithm,Class 2
Kyber-512,Kyber-768,4.2942,0.0,3.8243,4.7641,True,peak_memory_kb,algorithm,Class 2
Kyber-512,NTRU-HPS-2048-509,-2.5311,0.0,-3.0,-2.0622,True,peak_memory_kb,algorithm,Class 2
Kyber-512,NTRU-HPS-2048-677,-0.3208,0.5589,-0.7896,0.1481,False,peak_memory_kb,algorithm,Class 2
Kyber-512,NTRU-HPS-4096-821,2.5132,0.0,2.0442,2.9822,True,peak_memory_kb,algorithm,Class 2
Kyber-512,SPHINCS+-128s,13.8562,0.0,13.3861,14.3263,True,peak_memory_kb,algorithm,Class 2
Kyber-512,SPHINCS+-192s,38.6746,0.0,38.2063,39.1428,True,peak_memory_kb,algorithm,Class 2
Kyber-512,SPHINCS+-256s,78.5579,0.0,78.0882,79.0277,True,peak_memory_kb,algorithm,Class 2
Kyber-768,NTRU-HPS-2048-509,-6.8253,0.0,-7.2947,-6.3559,True,peak_memory_kb,algorithm,Class 2
Kyber-768,NTRU-HPS-2048-677,-4.615,0.0,-5.0844,-4.1456,True,peak_memory_kb,algorithm,Class 2
Kyber-768,NTRU-HPS-4096-821,-1.781,0.0,-2.2505,-1.3115,True,peak_memory_kb,algorithm,Class 2
Kyber-768,SPHINCS+-128s,9.562,0.0,9.0914,10.0326,True,peak_memory_kb,algorithm,Class 2
Kyber-768,SPHINCS+-192s,34.3803,0.0,33.9116,34.8491,True,peak_memory_kb,algorithm,Class 2
Kyber-768,SPHINCS+-256s,74.2637,0.0,73.7935,74.734,True,peak_memory_kb,algorithm,Class 2
NTRU-HPS-2048-509,NTRU-HPS-2048-677,2.2103,0.0,1.7419,2.6787,True,peak_memory_kb,algorithm,Class 2
NTRU-HPS-2048-509,NTRU-HPS-4096-821,5.0443,0.0,4.5758,5.5128,True,peak_memory_kb,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-128s,16.3873,0.0,15.9177,16.8569,True,peak_memory_kb,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-192s,41.2056,0.0,40.7379,41.6734,True,peak_memory_kb,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-256s,81.089,0.0,80.6198,81.5583,True,peak_memory_kb,algorithm,Class 2
NTRU-HPS-2048-677,NTRU-HPS-4096-821,2.834,0.0,2.3655,3.3025,True,peak_memory_kb,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-128s,14.177,0.0,13.7073,14.6466,True,peak_memory_kb,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-192s,38.9953,0.0,38.5276,39.4631,True,peak_memory_kb,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-256s,78.8787,0.0,78.4095,79.348,True,peak_memory_kb,algorithm,Class 2
NTRU-HPS-4096-821,SPHINCS+-128s,11.343,0.0,10.8733,11.8128,True,peak_memory_kb,algorithm,Class 2
NTRU-HPS-4096-821,SPHINCS+-192s,36.1614,0.0,35.6935,36.6292,True,peak_memory_kb,algorithm,Class 2
NTRU-HPS-4096-821,SPHINCS+-256s,76.0447,0.0,75.5754,76.5141,True,peak_memory_kb,algorithm,Class 2
SPHINCS+-128s,SPHINCS+-192s,24.8184,0.0,24.3493,25.2874,True,peak_memory_kb,algorithm,Class 2
SPHINCS+-128s,SPHINCS+-256s,64.7017,0.0,64.2312,65.1722,True,peak_memory_kb,algorithm,Class 2
SPHINCS+-192s,SPHINCS+-256s,39.8834,0.0,39.4148,40.352,True,peak_memory_kb,algorithm,Class 2
Dilithium2,Dilithium3,3.2116,1.0,-350.1716,356.5948,False,energy_mj,algorithm,Class 2
Dilithium2,Dilithium5,5.2625,1.0,-347.7469,358.272,False,energy_mj,algorithm,Class 2
Dilithium2,FALCON-1024,186.8364,0.888,-166.453,540.1259,False,energy_mj,algorithm,Class 2
Dilithium2,FALCON-512,73.5549,1.0,-280.4891,427.5988,False,energy_mj,algorithm,Class 2
Dilithium2,Kyber-1024,-2.2083,1.0,-355.5915,351.1749,False,energy_mj,algorithm,Class 2
Dilithium2,Kyber-512,-4.4214,1.0,-358.0867,349.2439,False,energy_mj,algorithm,Class 2
Dilithium2,Kyber-768,-3.3621,1.0,-357.4061,350.6818,False,energy_mj,algorithm,Class 2
Dilithium2,NTRU-HPS-2048-509,187.5645,0.8851,-165.725,540.854,False,energy_mj,algorithm,Class 2
Dilithium2,NTRU-HPS-2048-677,290.4581,0.2464,-62.8314,643.7476,False,energy_mj,algorithm,Class 2
Dilithium2,NTRU-HPS-4096-821,402.4278,0.01,49.0447,755.811,True,energy_mj,algorithm,Class 2
Dilithium2,SPHINCS+-128s,49450.6489,0.0,49096.4145,49804.8833,True,energy_mj,algorithm,Class 2
Dilithium2,SPHINCS+-192s,63313.728,0.0,62960.9045,63666.5516,True,energy_mj,algorithm,Class 2
Dilithium2,SPHINCS+-256s,150637.991,0.0,150284.042,150991.9401,True,energy_mj,algorithm,Class 2
Dilithium3,Dilithium5,2.051,1.0,-350.9585,355.0604,False,energy_mj,algorithm,Class 2
Dilithium3,FALCON-1024,183.6249,0.9004,-169.6646,536.9143,False,energy_mj,algorithm,Class 2
Dilithium3,FALCON-512,70.3433,1.0,-283.7007,424.3873,False,energy_mj,algorithm,Class 2
Dilithium3,Kyber-1024,-5.4199,1.0,-358.803,347.9633,False,energy_mj,algorithm,Class 2
Dilithium3,Kyber-512,-7.633,1.0,-361.2983,346.0324,False,energy_mj,algorithm,Class 2
Dilithium3,Kyber-768,-6.5737,1.0,-360.6177,347.4702,False,energy_mj,algorithm,Class 2
Dilithium3,NTRU-HPS-2048-509,184.3529,0.8977,-168.9365,537.6424,False,energy_mj,algorithm,Class 2
Dilithium3,NTRU-HPS-2048-677,287.2465,0.2632,-66.043,640.536,False,energy_mj,algorithm,Class 2
Dilithium3,NTRU-HPS-4096-821,399.2162,0.0112,45.8331,752.5994,True,energy_mj,algorithm,Class 2
Dilithium3,SPHINCS+-128s,49447.4373,0.0,49093.203,49801.6717,True,energy_mj,algorithm,Class 2
Dilithium3,SPHINCS+-192s,63310.5165,0.0,62957.6929,63663.34,True,energy_mj,algorithm,Class 2
Dilithium3,SPHINCS+-256s,150634.7794,0.0,150280.8304,150988.7285,True,energy_mj,algorithm,Class 2
Dilithium5,FALCON-1024,181.5739,0.9072,-171.3417,534.4895,False,energy_mj,algorithm,Class 2
Dilithium5,FALCON-512,68.2923,1.0,-285.3786,421.9632,False,energy_mj,algorithm,Class 2
Dilithium5,Kyber-1024,-7.4708,1.0,-360.4802,345.5386,False,energy_mj,algorithm,Class 2
Dilithium5,Kyber-512,-9.6839,1.0,-362.9758,343.6079,False,energy_mj,algorithm,Class 2
Dilithium5,Kyber-768,-8.6247,1.0,-362.2956,345.0462,False,energy_mj,algorithm,Class 2
Dilithium5,NTRU-HPS-2048-509,182.302,0.9045,-170.6137,535.2176,False,energy_mj,algorithm,Class 2
Dilithium5,NTRU-HPS-2048-677,285.1955,0.2726,-67.7201,638.1112,False,energy_mj,algorithm,Class 2
Dilithium5,NTRU-HPS-4096-821,397.1653,0.0119,44.1559,750.1747,True,energy_mj,algorithm,Class 2
Dilithium5,SPHINCS+-128s,49445.3864,0.0,49091.5249,49799.2479,True,energy_mj,algorithm,Class 2
Dilithium5,SPHINCS+-192s,63308.4655,0.0,62956.0163,63660.9147,True,energy_mj,algorithm,Class 2
Dilithium5,SPHINCS+-256s,150632.7285,0.0,150279.1526,150986.3044,True,energy_mj,algorithm,Class 2
FALCON-1024,FALCON-512,-113.2816,0.9986,-467.232,240.6689,False,energy_mj,algorithm,Class 2
FALCON-1024,Kyber-1024,-189.0447,0.879,-542.3342,164.2448,False,energy_mj,algorithm,Class 2
FALCON-1024,Kyber-512,-191.2578,0.8701,-544.8295,162.3139,False,energy_mj,algorithm,Class 2
FALCON-1024,Kyber-768,-190.1986,0.8756,-544.149,163.7519,False,energy_mj,algorithm,Class 2
FALCON-1024,NTRU-HPS-2048-509,0.7281,1.0,-352.4677,353.9238,False,energy_mj,algorithm,Class 2
FALCON-1024,NTRU-HPS-2048-677,103.6216,0.9994,-249.5741,456.8174,False,energy_mj,algorithm,Class 2
FALCON-1024,NTRU-HPS-4096-821,215.5914,0.7377,-137.6981,568.8809,False,energy_mj,algorithm,Class 2
FALCON-1024,SPHINCS+-128s,49263.8125,0.0,48909.6716,49617.9534,True,energy_mj,algorithm,Class 2
FALCON-1024,SPHINCS+-192s,63126.8916,0.0,62774.1619,63479.6213,True,energy_mj,algorithm,Class 2
FALCON-1024,SPHINCS+-256s,150451.1546,0.0,150097.2991,150805.0101,True,energy_mj,algorithm,Class 2
FALCON-512,Kyber-1024,-75.7631,1.0,-429.8071,278.2808,False,energy_mj,algorithm,Class 2
FALCON-512,Kyber-512,-77.9762,1.0,-432.3018,276.3493,False,energy_mj,algorithm,Class 2
FALCON-512,Kyber-768,-76.917,1.0,-431.6205,277.7865,False,energy_mj,algorithm,Class 2
FALCON-512,NTRU-HPS-2048-509,114.0096,0.9985,-239.9408,467.9601,False,energy_mj,algorithm,Class 2
FALCON-512,NTRU-HPS-2048-677,216.9032,0.732,-137.0472,570.8537,False,energy_mj,algorithm,Class 2
FALCON-512,NTRU-HPS-4096-821,328.873,0.1012,-25.171,682.9169,False,energy_mj,algorithm,Class 2
FALCON-512,SPHINCS+-128s,49377.094,0.0,49022.2005,49731.9876,True,energy_mj,algorithm,Class 2
FALCON-512,SPHINCS+-192s,63240.1732,0.0,62886.6878,63593.6586,True,energy_mj,algorithm,Class 2
FALCON-512,SPHINCS+-256s,150564.4362,0.0,150209.8274,150919.0449,True,energy_mj,algorithm,Class 2
Kyber-1024,Kyber-512,-2.2131,1.0,-355.8784,351.4522,False,energy_mj,algorithm,Class 2
Kyber-1024,Kyber-768,-1.1539,1.0,-355.1978,352.8901,False,energy_mj,algorithm,Class 2
Kyber-1024,NTRU-HPS-2048-509,189.7728,0.8759,-163.5167,543.0623,False,energy_mj,algorithm,Class 2
Kyber-1024,NTRU-HPS-2048-677,292.6664,0.2353,-60.6231,645.9558,False,energy_mj,algorithm,Class 2
Kyber-1024,NTRU-HPS-4096-821,404.6361,0.0092,51.2529,758.0193,True,energy_mj,algorithm,Class 2
Kyber-1024,SPHINCS+-128s,49452.8572,0.0,49098.6228,49807.0915,True,energy_mj,algorithm,Class 2
Kyber-1024,SPHINCS+-192s,63315.9363,0.0,62963.1127,63668.7599,True,energy_mj,algorithm,Class 2
Kyber-1024,SPHINCS+-256s,150640.1993,0.0,150286.2503,150994.1483,True,energy_mj,algorithm,Class 2
Kyber-512,Kyber-768,1.0592,1.0,-353.2664,355.3848,False,energy_mj,algorithm,Class 2
Kyber-512,NTRU-HPS-2048-509,191.9859,0.8669,-161.5858,545.5576,False,energy_mj,algorithm,Class 2
Kyber-512,NTRU-HPS-2048-677,294.8795,0.2256,-58.6922,648.4511,False,energy_mj,algorithm,Class 2
Kyber-512,NTRU-HPS-4096-821,406.8492,0.0086,53.1839,760.5145,True,energy_mj,algorithm,Class 2
Kyber-512,SPHINCS+-128s,49455.0703,0.0,49100.5545,49809.5861,True,energy_mj,algorithm,Class 2
Kyber-512,SPHINCS+-192s,63318.1494,0.0,62965.0432,63671.2556,True,energy_mj,algorithm,Class 2
Kyber-512,SPHINCS+-256s,150642.4124,0.0,150288.1817,150996.6431,True,energy_mj,algorithm,Class 2
Kyber-768,NTRU-HPS-2048-509,190.9267,0.8724,-163.0238,544.8771,False,energy_mj,algorithm,Class 2
Kyber-768,NTRU-HPS-2048-677,293.8202,0.2323,-60.1302,647.7707,False,energy_mj,algorithm,Class 2
Kyber-768,NTRU-HPS-4096-821,405.79,0.0091,51.746,759.8339,True,energy_mj,algorithm,Class 2
Kyber-768,SPHINCS+-128s,49454.011,0.0,49099.1175,49808.9046,True,energy_mj,algorithm,Class 2
Kyber-768,SPHINCS+-192s,63317.0902,0.0,62963.6048,63670.5756,True,energy_mj,algorithm,Class 2
Kyber-768,SPHINCS+-256s,150641.3532,0.0,150286.7444,150995.9619,True,energy_mj,algorithm,Class 2
NTRU-HPS-2048-509,NTRU-HPS-2048-677,102.8936,0.9995,-250.3022,456.0893,False,energy_mj,algorithm,Class 2
NTRU-HPS-2048-509,NTRU-HPS-4096-821,214.8633,0.7423,-138.4262,568.1528,False,energy_mj,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-128s,49263.0844,0.0,48908.9435,49617.2253,True,energy_mj,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-192s,63126.1635,0.0,62773.4338,63478.8933,True,energy_mj,algorithm,Class 2
NTRU-HPS-2048-509,SPHINCS+-256s,150450.4265,0.0,150096.571,150804.282,True,energy_mj,algorithm,Class 2
NTRU-HPS-2048-677,NTRU-HPS-4096-821,111.9697,0.9987,-241.3197,465.2592,False,energy_mj,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-128s,49160.1908,0.0,48806.0499,49514.3317,True,energy_mj,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-192s,63023.27,0.0,62670.5402,63375.9997,True,energy_mj,algorithm,Class 2
NTRU-HPS-2048-677,SPHINCS+-256s,150347.5329,0.0,149993.6774,150701.3884,True,energy_mj,algorithm,Class 2
NTRU-HPS-4096-821,SPHINCS+-128s,49048.2211,0.0,48693.9867,49402.4554,True,energy_mj,algorithm,Class 2
NTRU-HPS-4096-821,SPHINCS+-192s,62911.3002,0.0,62558.4766,63264.1238,True,energy_mj,algorithm,Class 2
NTRU-HPS-4096-821,SPHINCS+-256s,150235.5632,0.0,149881.6141,150589.5122,True,energy_mj,algorithm,Class 2
SPHINCS+-128s,SPHINCS+-192s,13863.0791,0.0,13509.403,14216.7552,True,energy_mj,algorithm,Class 2
SPHINCS+-128s,SPHINCS+-256s,101187.3421,0.0,100832.5432,101542.141,True,energy_mj,algorithm,Class 2
SPHINCS+-192s,SPHINCS+-256s,87324.263,0.0,86970.8726,87677.6533,True,energy_mj,algorithm,Class 2
